width:31.7012473394616  height:27.911294076022394
width:27.942949780894132  height:28.039330132645514

width:29.122275176809627  height:27.999319999947595
width:31.842513266949968  height:28.00092000012978
width:24.185810870312377  height:28.040040691541243

width:27.768706949197124  height:27.99443997135335
width:25.075652523336892  height:28.003990010586875
width:33.58012873844094  height:27.96745425719079

width:29.32610809552628  height:27.993339950765176
width:24.655419811597046  height:27.96123029417006
width:32.235829694714106  height:28.00059000003423

width:29.193220084242277  height:27.98939980149622
width:28.84660608297902  height:28.028954044014025
width:32.92371009115272  height:27.96925515848972

width:26.510860870557806  height:27.99185991010751
width:26.77931069616977  height:27.992399926837123
width:28.3966941574514  height:28.01122023541279

width:28.163182024946977  height:28.00312000506189
width:34.747956781267476  height:28.05253413429841
width:30.573615469062347  height:28.025472753909543

width:26.92342868023835  height:27.975557566869938
width:33.56961177980142  height:27.986819618408447
width:22.562723295870335  height:28.03117504754563

width:26.479755628479932  height:27.990139840235013
width:23.087056072787718  height:28.0374687615822
width:27.151949713727408  height:27.98264912953017

width:26.886084564391265  height:28.00576003185055
width:28.176907547239217  height:28.00609003764449
width:21.46263159682371  height:27.976537847987824

width:28.347228801138442  height:28.006580047481823
width:28.045802071317837  height:28.020871515045076
width:31.23306442646703  height:27.961950825092458

width:27.719152466116032  height:28.002700003280502
width:26.556315522304857  height:28.03416664397018
width:26.8493643359211  height:28.087702041502112

width:27.731184579813785  height:28.004760017975048
width:27.379312099230773  height:27.941927408517955
width:30.17512968874658  height:28.04190225230883

width:28.023252998980578  height:27.996779994435624
width:31.296700938912892  height:27.968064574151743
width:28.582701722541763  height:28.03516724472981

width:28.90542974994578  height:27.99521998179742
width:31.92228172442762  height:28.106299177072692
width:33.748310949905004  height:28.005900034229892

width:25.66050237581554  height:29.199073705823633
width:26.650076882379153  height:29.833531299947825
width:27.30854544533439  height:29.302459907461518

width:29.243933215309074  height:28.006130038391138
width:24.608717385096163  height:27.98389930444415
width:34.49162819612139  height:28.012300310146845

width:27.89678211500204  height:27.98804971558299
width:27.5700433830321  height:27.99623999114043
width:30.52094154909665  height:28.028053678446394

width:26.91104005946807  height:27.99467997490517
width:31.04206576236131  height:28.003850009511112
width:29.106677992386626  height:28.003850009511112

width:27.308634572102523  height:27.998769999689856
width:28.474769206334564  height:27.994339969779702
width:26.634747078260542  height:27.915118402022454

width:27.831095686889146  height:27.997239996495903
width:23.721282154811203  height:27.9887697639572
width:31.80365399604465  height:27.92488955510915

width:27.59749442761659  height:27.999049999857103
width:30.621476543548944  height:28.03917000944733
width:28.198030591286372  height:27.99602998957153

width:27.93020465305133  height:27.998279999151926
width:23.15978351558299  height:28.011280239209714
width:24.344100010513852  height:27.996119990264813

width:28.289920289229915  height:27.990989878094055
width:32.82584889974437  height:27.98597954069935
width:26.155423319249547  height:28.072332926898643

width:29.15658898254024  height:27.989939830314437
width:25.54401368986772  height:27.94438136442716
width:26.548739747013684  height:28.06258077625267

width:26.647492206103344  height:27.99459997375596
width:21.193825264139218  height:28.003600007776004
width:26.64633355811763  height:27.841584790980583

width:27.79464283872338  height:28.001440000497663
width:26.606048258922215  height:27.991099882504702
width:30.350887675501824  height:28.017710925787352

width:28.355071956734008  height:28.007640074324176
width:34.26185938787848  height:28.003240005668708
width:32.524511296691905  height:27.9822790726435

width:26.638401275753928  height:28.002540002731177
width:25.84954025102237  height:27.992899940348018
width:19.684909079673577  height:27.98713964553346

width:27.10355387863203  height:28.007750077580962
width:28.91095560956994  height:27.976767910664915
width:28.479760305349927  height:27.93736912585592

width:26.7924123310851  height:27.99165990331738
width:27.23947220003251  height:28.02082150418183
width:27.366477844619837  height:28.017080830459932

width:29.54224050824508  height:27.987869702536045
width:26.401145818987985  height:27.94911807023452
width:23.69151381425529  height:28.013290391225837

width:27.39143333969665  height:28.004890019488386
width:29.257926117905715  height:27.96594342000938
width:27.105871174603447  height:27.91832948003667

width:28.482434108393868  height:27.998489999426173
width:32.569609441366424  height:27.988389739175528
width:23.11236807493706  height:28.03704847015729

width:29.22165152327621  height:28.005460027128596
width:30.10792810557546  height:28.023762235632
width:35.74020509087504  height:27.9769279535408

width:27.18688740683495  height:28.002720003353943
width:25.323068431669824  height:28.027413432354773
width:29.437070921849955  height:28.033886481923183

width:28.88992169229091  height:28.005260024255296
width:33.03636632607089  height:28.002480002542168
width:33.8355660559057  height:27.983929308325145

width:27.40230680540869  height:27.99467997490517
width:32.932355387661474  height:27.930153332492775
width:22.070476155480275  height:28.272380312563477

width:29.20587608531694  height:28.00929013362809
width:26.647848713175872  height:27.98617956007664
width:33.10214188095191  height:27.951831392502566

width:28.477888643219167  height:27.999189999911426
width:29.892419580233586  height:28.079694118058992
width:32.319519729989544  height:27.996659993790047

width:28.1176382464318  height:28.006180039338247
width:29.59304276608001  height:28.015590631527655
width:26.776815146662088  height:28.010350184787303

width:28.612648316633933  height:27.99526998236268
width:25.241784819133933  height:28.005950035107542
width:30.154452278540088  height:28.03076485096665

width:27.853020871849488  height:28.01969127231403
width:28.105962639806577  height:28.005090021978734
width:23.444721793299276  height:27.948957862598768

width:25.85907681521243  height:28.003880009735187
width:30.32548654658436  height:28.01057019682313
width:22.742224606887095  height:28.012950361960932

width:28.0762834260188  height:27.992669934361018
width:30.806236333885465  height:27.992719935695103
width:25.139556416087142  height:28.032315621889335

width:29.27013648513972  height:27.99620999092667
width:27.194730562430514  height:28.039590334991814
width:24.461925597983647  height:28.018331026463333

width:29.14919146078533  height:27.997409997104334
width:34.386993370335055  height:27.981568956644928
width:29.669067899296145  height:27.960679875083827

width:26.21068191549105  height:27.993329950543064
width:19.09872232567296  height:27.98398931604377
width:25.9955298972217  height:27.94565328272836

width:27.212823296361204  height:28.002160001679616
width:27.654713812756988  height:27.99940999996577
width:28.889476058450253  height:27.98141893096143

width:30.080120553918444  height:27.99943999997073
width:28.43644469603803  height:28.01138024562827
width:27.09205652554307  height:28.008230092907276

width:27.991523869525782  height:28.01108022671001
width:33.08244486519485  height:27.99888999977206
width:21.60068896065934  height:28.04810853801799

width:27.330916264135386  height:27.98717964883082
width:21.729655394145567  height:28.00034000000655
width:27.016209645863196  height:27.968004543505877

width:27.866389887069207  height:28.00958014653699
width:30.049906579521885  height:27.972506537503214
width:26.248739045483184  height:27.966893955553726

width:27.328955475236494  height:28.014330490446657
width:27.589651272021023  height:28.02057145064389
width:30.71773345313092  height:28.0052000234347

width:28.76175739971787  height:28.01293036028647
width:25.066828973291877  height:28.00266000313685
width:27.351504547573757  height:28.002340002135483

width:28.381275226564664  height:27.989309796396917
width:29.675128519529082  height:28.026263018199128
width:25.028950096836  height:28.039290101751735

width:27.922718004528296  height:28.00802008597521
width:20.43883241129761  height:28.0143604935334
width:23.60719989160293  height:27.999499999979168

width:27.65373341830754  height:27.999709999995936
width:22.168961234265538  height:27.942708705070565
width:24.658628375249776  height:28.001550000620647

width:27.07521156636622  height:27.97872839615999
width:25.240002283771304  height:27.997079995850484
width:23.24383005793096  height:27.99112988368886

width:26.796244782114748  height:28.000520000023435
width:23.384739478346802  height:28.018080985033784
width:29.214343128289432  height:27.999529999982695

width:28.43100796318201  height:28.00222000182351
width:25.90836391798913  height:27.986219563885502
width:26.372446999649654  height:28.05335528280523

width:27.736621312669804  height:27.98504944310005
width:26.489024812365603  height:28.045896097731752
width:31.121121205693917  height:28.02215181125916

width:27.88145231088342  height:27.993829960852405
width:25.79544030276657  height:28.0038200092905
width:26.196599886126283  height:27.992779937271994

width:30.242955159294628  height:28.009900161717294
width:34.06791954042442  height:27.98230907734563
width:35.45776236266643  height:28.05478737185198

width:27.798386162984905  height:28.001440000497663
width:24.56058893030517  height:27.999609999990113
width:25.243478227728428  height:28.069596060609655

width:28.142950248581133  height:28.017280859976232
width:31.724776806248308  height:27.99058986112645
width:23.421281453280702  height:27.984229346344033

width:26.507028419528158  height:28.00357000758322
width:28.218975381797264  height:28.014430500786098
width:30.524239239517517  height:28.034086597398666

width:28.851329801689992  height:28.001450000508104
width:31.648127785655248  height:28.03222557503888
width:33.062836976205936  height:28.005480027427808

width:26.858990026879297  height:27.992159919684703
width:31.37343908627408  height:28.010660201893728
width:29.778515570561584  height:28.001940001216898

width:27.687245083124967  height:27.997009995544847
width:33.92504933110969  height:27.97476732320986
width:23.995257840047316  height:27.938110558726507

width:29.51835453438585  height:28.004290013158943
width:25.379663929433306  height:27.995609985899232
width:30.025307591517596  height:27.97461727518143

width:27.638225360652665  height:27.993409952301366
width:30.95632581141884  height:27.987309659405906
width:26.56995191782897  height:28.003150005209314

width:27.26808189260271  height:27.993059944290636
width:26.758544159195143  height:27.99760999772468
width:27.213179803433725  height:27.974397203705706

width:28.09410877964509  height:28.00295000427873
width:31.277984317605288  height:28.005520028032812
width:28.62040234546137  height:27.98679961666866

width:27.26897316028402  height:28.000400000010668
width:31.57771763883139  height:28.006240040495182
width:31.83065940678848  height:27.95139087767413

width:27.164160080961423  height:28.005360025665148
width:25.936706230254945  height:27.991489897283785
width:25.724584522102056  height:27.92147953720568

width:28.23448343945215  height:28.00181000098829
width:23.866737040401745  height:28.008460100916317
width:27.953555866301777  height:27.92026575505524

width:27.377262183563747  height:27.980808822172552
width:27.263179920355473  height:28.041281716263782
width:30.996878490918654  height:27.984539384139417

width:27.864250844634054  height:28.01635072846355
width:30.287875050432884  height:27.95549532159224
width:31.614437867301554  height:28.010460190741934

width:28.30284367060897  height:27.996819994640425
width:23.780551455618625  height:28.013140378127787
width:32.051872045290764  height:28.13998318369725

width:27.50899154686205  height:28.01118023290396
width:30.43662762644429  height:27.998389999304454
width:30.27985364130105  height:27.951571089418376

width:28.595001216543906  height:28.00413001174084
width:32.0394834245205  height:27.98942980317687
width:23.853546278718287  height:28.050731736290047

width:29.135109431420563  height:27.996109990189346
width:25.50943250383271  height:28.00895011948671
width:31.627806882521273  height:27.98613955624566

width:28.48510791143781  height:27.99566998646953
width:34.184764733444766  height:28.019251188910047
width:28.298922092811193  height:27.959779163573785

width:27.901149326640475  height:27.998639999580757
width:31.699286550562707  height:28.06842327788711
width:32.89073318694408  height:28.02257191626024

width:28.705696662563177  height:27.98490942730761
width:25.593568172948814  height:27.9874796729116
width:28.92236383589076  height:27.930123259372017

width:28.594020822094457  height:27.989699817877867
width:33.75526283781925  height:27.987509675257257
width:33.82326656190356  height:27.98613955624566

width:29.24723090572994  height:28.001450000508104
width:30.821209630931545  height:28.008820114355274
width:29.73947804612  height:27.972216426759633

width:29.110510443416278  height:28.00341000660864
width:25.044547281259007  height:27.97601770168912
width:32.0072195344569  height:27.964122307441297

width:29.263719357834262  height:27.996529993036344
width:28.036265507127776  height:27.98218905844131
width:28.76095525880468  height:27.97351690530454

width:29.74170621532329  height:27.992129918759183
width:27.590988173542993  height:27.960649851884003
width:29.588586427673434  height:27.931887443653228

width:27.652307390017434  height:27.990349850227283
width:25.415403763454023  height:27.95861819835691
width:29.373434409404084  height:28.01828101808627

width:26.739025396974355  height:28.013710429502005
width:30.586271470137017  height:28.00169000080447
width:33.174334563138395  height:27.898134649084486

width:28.064607819393576  height:27.98626956861558
width:25.85943332228496  height:28.01509057269239
width:33.025760240663246  height:28.001330000392105

width:28.124501007577923  height:27.987739692869162
width:25.548024394433636  height:28.04138180164309
width:34.265959219212526  height:28.0960972935058

width:27.54811819807176  height:27.993539955068883
width:32.365776522649774  height:27.98798971127732
width:32.63075040430461  height:27.90295833356947

width:27.13858069850769  height:28.01126023793957
width:22.483846106073994  height:28.022411875794354
width:26.33697454593333  height:27.942578491411858

width:27.67949105429753  height:28.00304000468241
width:25.721197704913063  height:27.950449746177274
width:32.002317562209676  height:27.920677049597927

width:28.937069752632457  height:28.00376000885957
width:31.08725303380396  height:27.995739987115194
width:29.47307813617506  height:27.941646934495616

width:28.061042748668317  height:28.016150702056386
width:30.957127952332023  height:27.970975926579346
width:22.791155202591266  height:28.02155166801771

width:26.34686761719592  height:28.00312000506189
width:28.757390188079423  height:28.01470052942622
width:27.657031108728404  height:27.925912389372726

width:28.905340623177654  height:27.996229991069555
width:25.789557936069894  height:27.992359925675824
width:24.666025897004694  height:27.956015830317185

width:26.745799031352345  height:28.010890215245936
width:20.525374503153255  height:27.999049999857103
width:27.278866231546612  height:27.89809444200758

width:26.949453696532732  height:28.001170000266935
width:25.557293578319303  height:28.059695397760454
width:28.81576822120553  height:27.927526706626175

width:28.606855076705386  height:27.998489999426173
width:33.77192954345984  height:27.99477997629386
width:24.199892899677145  height:27.940535010105354

width:27.49401824981596  height:28.001130000240483
width:27.776550104792697  height:27.976107727470172
width:26.167544559715424  height:28.093485637863836

width:28.1697774057887  height:28.010210177389634
width:33.03190998766432  height:27.995689986656156
width:29.59179499132617  height:28.048168607497434

width:27.965409726463264  height:27.99085987274081
width:32.16524129435398  height:28.01735087046983
width:25.494904840627285  height:27.954264070108955

width:28.09250449781873  height:27.99304994404947
width:24.473333824304476  height:27.99512998074976
width:24.056577056521757  height:28.057671922199695

width:29.199280704475218  height:28.01384044183608
width:33.23297997656889  height:27.94509244778884
width:27.79348419073767  height:27.940555045423107

width:28.137780896029508  height:28.002560002796205
width:25.78715151333034  height:27.983069191228484
width:24.742140156988963  height:28.041091555179584

width:28.759707484050843  height:28.007720076683505
width:23.311477274942742  height:28.01553062426409
width:34.46747484195776  height:27.975337500568887

width:27.752396750629067  height:28.011660264208846
width:28.259082427456423  height:28.0194412244632
width:30.124238304143518  height:28.015470617056437

width:28.858192562836106  height:28.004190012260022
width:26.26923820215342  height:27.949418456043926
width:24.631177330665288  height:27.92232209511814

width:27.862379182503293  height:27.998589999532797
width:26.682340772442746  height:27.994739975744704
width:24.776097455647044  height:27.979878642494903

width:27.770400357791623  height:27.998669999607895
width:23.695702772357468  height:27.969775400062186
width:28.184572449298525  height:27.978298296907735

width:29.356143816386588  height:28.00341000660864
width:29.05400407242093  height:28.0056500300604
width:27.874054789128515  height:27.967484273060325

width:28.91541194797651  height:28.001280000349524
width:23.34400854531072  height:28.078480339737343
width:25.33982426407854  height:28.004770018088575

width:25.990627924974476  height:28.00532002509483
width:22.07823018430771  height:27.97431717740786
width:24.250873411048342  height:27.976987969466762

width:29.507659322210067  height:27.987389665806912
width:36.182897748184004  height:28.024902573121267
width:28.973789981102613  height:27.98868975887661

width:27.825480700496872  height:28.008290094954123
width:30.89420445403121  height:27.99321994805559
width:28.794021289781455  height:28.129700919688826

width:27.695890379633724  height:28.00171000083337
width:22.095520777325216  height:28.068573629378292
width:28.71576798736203  height:27.953543305546212

width:29.27272116141554  height:27.99777999817649
width:25.09223010220934  height:28.034436802766415
width:34.743054809020244  height:27.866839580598153

width:27.70587257766444  height:28.003160005259087
width:22.652473951378713  height:28.083647238822888
width:30.566930961452485  height:28.102870576900862

width:27.86852892950436  height:28.00415001191224
width:26.04811469041926  height:28.044184363931073
width:27.76692441383449  height:27.985619504401598

width:27.16808165875921  height:27.992599932462483
width:26.07262455165542  height:27.98711964387707
width:27.513804392341147  height:27.9624912103195

width:28.06737074920565  height:27.99569998674882
width:31.165862843295912  height:27.94544297163273
width:30.66354437810699  height:27.9460839122657

width:29.14535900975568  height:28.002560002796205
width:22.566912253972514  height:28.007270064040267
width:35.044214158536455  height:28.019551245366944

width:27.336887757600195  height:28.013810438969077
width:32.46016177010099  height:27.96880494273166
width:29.28065344377924  height:27.976657880842996

width:28.52681923892334  height:28.000230000002027
width:23.161744304481893  height:27.9639922234961
width:33.650360631728525  height:28.035387381581454

width:28.13412669853612  height:27.98881976709604
width:30.739926018395657  height:27.983829295332104
width:32.213548002681236  height:27.89048224474397

width:29.9743270801464  height:27.998629999571442
width:34.6372613352482  height:27.97834830865334
width:35.64617635049634  height:27.955755577450173

width:27.824945939888078  height:28.00285000385819
width:24.24240636807586  height:27.97205636466108
width:25.107025145719163  height:27.94918816066532

width:28.939030541531345  height:28.006080037459355
width:24.61344110380713  height:28.046406640585307
width:24.985990994596637  height:28.036768279509346

width:26.394461311378123  height:27.997529997488463
width:27.150523685437314  height:27.994369970257694
width:29.9442913592861  height:28.008240093246354

width:27.93278932932715  height:28.010030168172015
width:30.293668290361424  height:28.01613069945133
width:29.418532554078606  height:28.055598604673524

width:28.20141740847537  height:27.99659999344933
width:30.015860154095662  height:28.055117869743306
width:23.280282906096733  height:27.95536519253618

width:27.933502343472195  height:28.002590002895666
width:24.6830491097178  height:28.071540885423254
width:25.61504772406849  height:28.096368540829996

width:27.374410126983538  height:28.012320311662226
width:23.874580195997318  height:27.994049964892458
width:25.02886097006787  height:27.92102814414272

width:28.485375291742205  height:28.010430189105445
width:24.904083494683825  height:27.9746472848327
width:25.52814912514032  height:27.958468069511724

width:27.2190621701304  height:27.9874796729116
width:28.65498353149638  height:27.985479489785053
width:24.838129686266544  height:28.026132973594912

width:27.502663546324715  height:28.00154000060871
width:33.90455017443946  height:28.07143060471971
width:33.1661349004703  height:28.006290041476447

width:27.860774900676923  height:27.98923979237097
width:26.1145141326772  height:27.98792970692841
width:30.329318997614013  height:27.99246992884017

width:28.586445046803288  height:28.009680151173914
width:32.11051745872127  height:27.987459671341572
width:26.388846324985842  height:28.072022120459145

width:28.62967152934704  height:27.992349925383593
width:28.392148692276702  height:28.020191371723435
width:33.2454577241073  height:28.062911425233082

width:27.54321622582453  height:28.002020001373737
width:22.373685420663506  height:27.988309733746547
width:21.85853270086366  height:27.995359983350426

width:28.318529981800108  height:28.007270064040267
width:25.118255118503722  height:27.987769695118292
width:25.881804141085954  height:27.995089980271516

width:26.828152165105813  height:27.996149990488888
width:30.822724785989784  height:27.974527246090457
width:21.643202429058043  height:28.016050689095565

width:27.459882697621612  height:28.003180005359575
width:23.55595199992734  height:28.021951762636608
width:32.76551007771938  height:27.977067990572547

width:28.954271218881825  height:27.991669903664743
width:24.07395677630739  height:28.066077991830635
width:32.8805727353771  height:27.85099404643491

width:28.055962522884826  height:27.99446997181456
width:24.97743482485602  height:27.984609392467167
width:33.866314790911055  height:28.007860080931525

width:27.791701655375043  height:27.99466997476339
width:33.45606427720194  height:28.047898296202384
width:28.942506485488476  height:28.00933013536163

width:28.629047641970118  height:28.014870548007444
width:24.07582843843815  height:27.995909988597003
width:29.702757817649836  height:27.992109918138233

width:27.040541253563088  height:27.986829619276364
width:29.295983247897848  height:28.009010121905945
width:23.678233925803706  height:27.992529930527684

width:29.29687451557916  height:27.992519930248307
width:29.01461004090682  height:28.02027138809413
width:35.03084514331673  height:27.975267479223284

width:29.323612546018598  height:28.020751489060704
width:35.70464351039058  height:28.021291608368564
width:30.879052903448866  height:28.019861305554624

width:29.37165187404146  height:27.996529993036344
width:32.14019667250904  height:27.964142320302074
width:31.26844775341522  height:27.983419240359172

width:28.00239733523782  height:28.000080000000086
width:26.10408630080582  height:28.01376043421834
width:36.709904328145335  height:27.97432718070407

width:27.49651379932364  height:27.998589999532797
width:27.318616770133243  height:27.988399739848916
width:27.991167362453254  height:27.8521263185095

width:28.650527193089804  height:28.004610016328716
width:29.570939327583407  height:27.983409238983832
width:34.603838797198904  height:27.95966907439182

width:28.96059921941916  height:27.987999711997926
width:29.876109381665525  height:28.02422236801203
width:31.208732818767146  height:27.98598954168147

width:28.307210882247414  height:27.996399992223996
width:30.747234413382436  height:28.0147205315901
width:30.081635708976677  height:28.030814874661434

width:29.631189022840275  height:27.991089882108202
width:22.777786187371547  height:28.035327344088866
width:33.85677822672099  height:27.89348963746555

width:28.84660608297902  height:27.994259968480076
width:28.886534875101916  height:28.05094200747602
width:27.358010801647353  height:27.95003923898797

width:28.781097908402398  height:27.99457997346328
width:29.271829893734225  height:28.00245000245102
width:34.110789515895654  height:27.996989995454847

width:25.824852136249955  height:28.00994016368544
width:27.392324607377965  height:28.069576012245967
width:26.1955303649087  height:28.03645807179638

width:27.624321584824155  height:27.99612999033989
width:29.52789109857591  height:28.012600333398648
width:30.047054522941675  height:28.06129832315162

width:26.568793269843265  height:27.982759145982072
width:29.156232475467718  height:28.0034400067846
width:22.002026797555306  height:28.01104022426351

width:28.280027217967316  height:27.99421996781652
width:32.29322733339076  height:27.92350559593506
width:32.611231642083816  height:28.095584956546748

width:28.38546418466684  height:28.00473001763732
width:31.82655957545443  height:28.006160038957557
width:33.51961166287967  height:27.978908436535058

width:27.497761574077483  height:27.999229999923912
width:24.378770323316996  height:28.069074812177778
width:30.34313364667439  height:28.05960523778538

width:27.504713461991734  height:28.00166000076238
width:31.790017600520535  height:28.038299357001197
width:32.7851179667083  height:27.97458726550732

width:26.642411980319853  height:27.98912978593782
width:32.16399351960015  height:28.01270034139992
width:28.133681064695455  height:27.819463392255713

width:29.253113272426614  height:28.001000000166666
width:28.09464354025388  height:27.940074191215857
width:29.865948930098543  height:28.026723179608243

width:29.018531618704607  height:27.991259888728305
